model,task_id,family_id,label,mean_rating,mean_chars,self_bleu,mean_nll,rn_margin,p3_N
llama,F13_R,F13,routine,4.0,2448.6666666666665,0.746946226298676,0.18488880495230356,-2.809985281184082,0.010492604029833326
llama,F14_A,F14,ambiguous,4.0,2651.6666666666665,0.7884320508052803,0.2456502467393875,,0.3276779796816652
llama,F14_N,F14,nonroutine,4.0,2421.0,0.7701484656933877,0.25320332249005634,1.4370235302279486,0.7030987774399883
llama,F14_R,F14,routine,4.0,2395.6666666666665,0.9243831489232064,0.20576787491639456,-1.0907882161646933,0.14361889368747072
llama,F15_A,F15,ambiguous,4.0,341.3333333333333,0.5832089552238806,0.45994505286216736,,0.14804798893679844
llama,F15_N,F15,nonroutine,4.0,371.3333333333333,0.6539533322142018,0.4796832899252574,1.3596177160896181,0.6157865827696505
llama,F15_R,F15,routine,4.0,302.3333333333333,0.515887380593263,0.4493139982223511,-1.5243530653120672,0.043820860437771836
llama,F16_A,F16,ambiguous,4.0,313.3333333333333,0.5311308861698183,0.4813554386297862,,0.475862865520901
llama,F16_N,F16,nonroutine,4.0,258.6666666666667,0.5800269541778975,0.5353863139947256,2.047157087889068,0.7772872878779339
llama,F16_R,F16,routine,4.0,330.0,0.5944521586031021,0.43077726165453595,-1.3548766775958165,0.08529664349584158
llama,F17_A,F17,ambiguous,4.0,902.6666666666666,0.8455890729648218,0.2580478638410568,,0.89690845025432
llama,F17_N,F17,nonroutine,4.0,838.3333333333334,0.7737526829126661,0.34296683470408124,1.7058010446277272,0.9489459193791113
llama,F17_R,F17,routine,4.0,901.6666666666666,0.8208237164642719,0.16689112285772958,-0.739381590207997,0.3755646291681591
llama,F18_A,F18,ambiguous,4.0,1523.0,0.823872486939241,0.309707115093867,,0.06940462420374653
llama,F18_N,F18,nonroutine,4.0,1724.3333333333333,0.7230151095029115,0.3778311312198639,0.8958301699886905,0.1622949533809887
llama,F18_R,F18,routine,2.0,192.0,0.9779426922284067,0.10214227437973022,-1.987707367302025,0.028399482611379256
llama,F19_A,F19,ambiguous,4.0,1142.0,0.9095259989227652,0.23709862430890402,,0.05150479705827659
llama,F19_N,F19,nonroutine,4.0,1820.0,0.7725813989843365,0.314359188079834,1.7581768969633762,0.5218920995119167
llama,F19_R,F19,routine,3.0,116.0,1.0,0.027009475976228714,-4.005917606388577,0.0009913202075861633
llama,F20_A,F20,ambiguous,4.0,1528.6666666666667,0.6503863250260778,0.31932399670283,,0.22444601230086944
llama,F20_N,F20,nonroutine,4.0,1468.6666666666667,0.7527775549758173,0.25486856202284497,3.9124599108344023,0.9380447106729216
llama,F20_R,F20,routine,4.0,1645.0,0.8956450061798868,0.13736500342686972,-4.186117987469398,0.001241886313181934
