task_id,family_id,label,repeat,layer_idx,rn_margin,rn_prob_N,p3_N,p3_A
F04_A,F04,A,1,8,,,0.1136685839801965,0.5879337433705302
F04_R,F04,R,2,8,-1.6404510473127978,0.16240369784142783,0.05010518608969941,0.43176564910753473
F04_N,F04,N,2,8,3.148319046621981,0.958842436437695,0.7344756745995896,0.25837453066715355
F04_A,F04,A,2,8,,,0.11366858398019646,0.5879337433705301
F05_R,F05,R,0,8,-3.844533347231541,0.020948168850603233,0.003425154477752861,0.15085057577632696
F05_N,F05,N,0,8,1.2227118768491374,0.7725404372378726,0.30079620722350553,0.6437365647863312
F05_A,F05,A,0,8,,,0.009643547911334096,0.5986058618753045
F05_R,F05,R,1,8,-3.844533347231541,0.020948168850603233,0.003425154477752861,0.15085057577632696
F05_N,F05,N,1,8,1.2227118768491374,0.7725404372378726,0.30079620722350553,0.6437365647863312
F05_A,F05,A,1,8,,,0.009643547911334096,0.5986058618753045
F05_R,F05,R,2,8,-3.844533347231541,0.020948168850603233,0.003425154477752861,0.15085057577632696
F05_N,F05,N,2,8,1.2227118768491374,0.7725404372378726,0.30079620722350553,0.6437365647863312
F05_A,F05,A,2,8,,,0.009643547911334106,0.5986058618753046
F06_R,F06,R,0,8,-2.4900414578574583,0.07655926631502966,0.0864546136752698,0.1689125680348944
F06_N,F06,N,0,8,3.934834154796185,0.9808258923454948,0.9552872586696092,0.04232394986539216
F06_A,F06,A,0,8,,,0.3729462456537286,0.48617249007446023
F06_R,F06,R,1,8,-2.4900414578574583,0.07655926631502966,0.0864546136752698,0.1689125680348944
F06_N,F06,N,1,8,3.934834154796185,0.9808258923454948,0.9552872586696092,0.04232394986539216
F06_A,F06,A,1,8,,,0.3729462456537286,0.48617249007446023
F06_R,F06,R,2,8,-2.4900414578574583,0.07655926631502966,0.0864546136752698,0.1689125680348944
F06_N,F06,N,2,8,3.934834154796185,0.9808258923454948,0.9552872586696092,0.04232394986539216
F06_A,F06,A,2,8,,,0.3729462456537286,0.48617249007446023
F07_R,F07,R,0,8,-3.120256433275607,0.04227938716787421,0.002683292798743097,0.11965009994430216
F07_N,F07,N,0,8,-0.6130985558147904,0.35135269987433804,0.014335370043701258,0.749280222746576
F07_A,F07,A,0,8,,,0.012776968946717083,0.9690861015629897
F07_R,F07,R,1,8,-3.120256433275607,0.04227938716787421,0.002683292798743097,0.11965009994430216
F07_N,F07,N,1,8,-0.6130985558147904,0.35135269987433804,0.014335370043701258,0.749280222746576
F07_A,F07,A,1,8,,,0.012776968946717083,0.9690861015629897
F07_R,F07,R,2,8,-3.120256433275607,0.04227938716787421,0.002683292798743097,0.11965009994430216
F07_N,F07,N,2,8,-0.6130985558147904,0.35135269987433804,0.014335370043701258,0.749280222746576
F07_A,F07,A,2,8,,,0.012776968946717083,0.9690861015629897
F08_R,F08,R,0,8,-1.2157328710956334,0.2286882576535831,0.059523672428553345,0.08238626755127897
F08_N,F08,N,0,8,1.920495424137817,0.8721936697211534,0.8993377774379383,0.043355446652237825
F08_A,F08,A,0,8,,,0.9832847128320347,0.01575037327686178
F08_R,F08,R,1,8,-1.2157328710956334,0.2286882576535831,0.059523672428553345,0.08238626755127897
F08_N,F08,N,1,8,1.920495424137817,0.8721936697211534,0.8993377774379383,0.043355446652237825
F08_A,F08,A,1,8,,,0.9832847128320347,0.01575037327686178
F08_R,F08,R,2,8,-1.2157328710956334,0.2286882576535831,0.059523672428553345,0.08238626755127897
F08_N,F08,N,2,8,1.920495424137817,0.8721936697211534,0.8993377774379383,0.043355446652237825
F08_A,F08,A,2,8,,,0.9832847128320347,0.01575037327686178
F09_R,F09,R,0,8,-3.109931074704244,0.042699461534894095,0.011216876437548493,0.0007722259615828003
F09_N,F09,N,0,8,5.268443531240351,0.9948747805210114,0.9918812829702734,0.006055246795356458
F09_A,F09,A,0,8,,,0.0741061391536406,0.0307490083119913
F09_R,F09,R,1,8,-3.109931074704244,0.042699461534894095,0.011216876437548493,0.0007722259615828003
F09_N,F09,N,1,8,5.268443531240351,0.9948747805210114,0.9918812829702734,0.006055246795356458
F09_A,F09,A,1,8,,,0.0741061391536406,0.0307490083119913
F09_R,F09,R,2,8,-3.109931074704244,0.042699461534894095,0.011216876437548493,0.0007722259615828003
F09_N,F09,N,2,8,5.268443531240351,0.9948747805210114,0.9918812829702734,0.006055246795356458
F09_A,F09,A,2,8,,,0.07410613915364063,0.030749008311991313
F10_R,F10,R,0,8,-3.641196889873632,0.025550971077007045,0.011104392696973124,0.40768364076140834
F10_N,F10,N,0,8,2.510607733127944,0.9248821237908281,0.19264667352993223,0.805279625440393
F10_A,F10,A,0,8,,,0.9047631311395663,0.09179873776837154
F10_R,F10,R,1,8,-3.641196889873632,0.025550971077007045,0.011104392696973124,0.40768364076140834
F10_N,F10,N,1,8,2.510607733127944,0.9248821237908281,0.19264667352993223,0.805279625440393
F10_A,F10,A,1,8,,,0.9047631311395663,0.09179873776837154
F10_R,F10,R,2,8,-3.641196889873632,0.025550971077007045,0.011104392696973124,0.40768364076140834
F10_N,F10,N,2,8,2.510607733127944,0.9248821237908281,0.19264667352993223,0.805279625440393
F10_A,F10,A,2,8,,,0.9047631311395664,0.09179873776837151
F11_R,F11,R,0,8,-5.634344940011237,0.003560296009077687,2.1753417203590573e-05,0.08249137670262556
F11_N,F11,N,0,8,1.4233906036362323,0.8058694058577327,0.08675795351029349,0.7931642390332589
F11_A,F11,A,0,8,,,0.3684690164547863,0.5314637186931188
F11_R,F11,R,1,8,-5.634344940011237,0.003560296009077687,2.1753417203590573e-05,0.08249137670262556
F11_N,F11,N,1,8,1.4233906036362323,0.8058694058577327,0.08675795351029349,0.7931642390332589
F11_A,F11,A,1,8,,,0.3684690164547863,0.5314637186931188
F11_R,F11,R,2,8,-5.634344940011237,0.003560296009077687,2.1753417203590573e-05,0.08249137670262556
F11_N,F11,N,2,8,1.4233906036362323,0.8058694058577327,0.08675795351029349,0.7931642390332589
F11_A,F11,A,2,8,,,0.3684690164547863,0.5314637186931189
F12_R,F12,R,0,8,-0.5505327351617638,0.36574081919435053,0.018868674007360767,0.3438588500655806
F12_N,F12,N,0,8,6.051333399219912,0.9976508115510472,0.9554487915408175,0.04214102668053619
F12_A,F12,A,0,8,,,0.9591069645166488,0.037844644198057685
F12_R,F12,R,1,8,-0.5505327351617638,0.36574081919435053,0.018868674007360767,0.3438588500655806
F12_N,F12,N,1,8,6.051333399219912,0.9976508115510472,0.9554487915408175,0.04214102668053619
F12_A,F12,A,1,8,,,0.9591069645166488,0.037844644198057685
F12_R,F12,R,2,8,-0.5505327351617638,0.36574081919435053,0.018868674007360767,0.3438588500655806
F12_N,F12,N,2,8,6.051333399219912,0.9976508115510472,0.9554487915408175,0.04214102668053619
F12_A,F12,A,2,8,,,0.9591069645166488,0.037844644198057685
F13_R,F13,R,0,8,-3.772854991148625,0.02246984414892016,0.002781933898163071,0.018117709176658434
F13_N,F13,N,0,8,3.968393169325416,0.9814469391296193,0.20450324143231127,0.7939340291988257
F13_A,F13,A,0,8,,,0.005572769932942498,0.8812757094376267
F13_R,F13,R,1,8,-3.772854991148625,0.02246984414892016,0.002781933898163071,0.018117709176658434
F13_N,F13,N,1,8,3.968393169325416,0.9814469391296193,0.20450324143231127,0.7939340291988257
F13_A,F13,A,1,8,,,0.005572769932942498,0.8812757094376267
F13_R,F13,R,2,8,-3.772854991148625,0.02246984414892016,0.002781933898163071,0.018117709176658434
F13_N,F13,N,2,8,3.968393169325416,0.9814469391296193,0.20450324143231127,0.7939340291988257
F13_A,F13,A,2,8,,,0.005572769932942489,0.8812757094376267
F14_R,F14,R,0,8,-2.047340119706084,0.11432142341602966,0.07338388199583286,0.5848405926339577
F14_N,F14,N,0,8,2.300434399825726,0.9089130094011201,0.7016288478127487,0.2838099215960181
F14_A,F14,A,0,8,,,0.2667994463377872,0.7127359555606716
F14_R,F14,R,1,8,-2.047340119706084,0.11432142341602966,0.07338388199583286,0.5848405926339577
F14_N,F14,N,1,8,2.300434399825726,0.9089130094011201,0.7016288478127487,0.2838099215960181
F14_A,F14,A,1,8,,,0.2667994463377872,0.7127359555606716
F14_R,F14,R,2,8,-2.047340119706084,0.11432142341602966,0.07338388199583286,0.5848405926339577
F14_N,F14,N,2,8,2.300434399825726,0.9089130094011201,0.7016288478127487,0.2838099215960181
F14_A,F14,A,2,8,,,0.2667994463377872,0.7127359555606716
F15_R,F15,R,0,8,-2.9465501081965373,0.049899816583332736,0.019701017235598126,0.21109820693597287
F15_N,F15,N,0,8,2.664150640156625,0.9348778194518083,0.8517546741486767,0.12550181570754887
F15_A,F15,A,0,8,,,0.1913368804491906,0.7233114171729397
F15_R,F15,R,1,8,-2.9465501081965373,0.049899816583332736,0.019701017235598126,0.21109820693597287
F15_N,F15,N,1,8,2.664150640156625,0.9348778194518083,0.8517546741486767,0.12550181570754887
F15_A,F15,A,1,8,,,0.1913368804491906,0.7233114171729397
F15_R,F15,R,2,8,-2.9465501081965373,0.049899816583332736,0.019701017235598126,0.21109820693597287
F15_N,F15,N,2,8,2.664150640156625,0.9348778194518083,0.8517546741486767,0.12550181570754887
F15_A,F15,A,2,8,,,0.1913368804491906,0.7233114171729397
F16_R,F16,R,0,8,-4.188034053872642,0.014949220216579826,0.003917436033586392,0.014574257278497054
F16_N,F16,N,0,8,5.422996587136898,0.9956054967246204,0.8377992590276625,0.16172591699828862
F16_A,F16,A,0,8,,,0.22905617062405198,0.585058746908362
F16_R,F16,R,1,8,-4.188034053872642,0.014949220216579826,0.003917436033586392,0.014574257278497054
F16_N,F16,N,1,8,5.422996587136898,0.9956054967246204,0.8377992590276625,0.16172591699828862
F16_A,F16,A,1,8,,,0.22905617062405198,0.585058746908362
F16_R,F16,R,2,8,-4.188034053872642,0.014949220216579826,0.003917436033586392,0.014574257278497054
F16_N,F16,N,2,8,5.422996587136898,0.9956054967246204,0.8377992590276625,0.16172591699828862
F16_A,F16,A,2,8,,,0.22905617062405198,0.585058746908362
F17_R,F17,R,0,8,0.6638420867622661,0.6601229311034849,0.9121765839138655,0.00155975799623639
F17_N,F17,N,0,8,3.3828154024997206,0.9671631361522196,0.999381521123526,5.166179790538018e-05
F17_A,F17,A,0,8,,,0.9368731191062042,0.05783731354857424
F17_R,F17,R,1,8,0.6638420867622661,0.6601229311034849,0.9121765839138655,0.00155975799623639
F17_N,F17,N,1,8,3.3828154024997206,0.9671631361522196,0.999381521123526,5.166179790538018e-05
F17_A,F17,A,1,8,,,0.9368731191062042,0.05783731354857424
F17_R,F17,R,2,8,0.6638420867622661,0.6601229311034849,0.9121765839138655,0.00155975799623639
F17_N,F17,N,2,8,3.3828154024997206,0.9671631361522196,0.999381521123526,5.166179790538018e-05
F17_A,F17,A,2,8,,,0.9368731191062042,0.05783731354857424
F18_R,F18,R,0,8,-3.6583333062254773,0.025127757775648293,0.004190186619406944,0.02113181976390266
F18_N,F18,N,0,8,3.9763688369185934,0.9815916105380651,0.18491888748993363,0.8100823967836724
F18_A,F18,A,0,8,,,0.008645483158578085,0.8861210243685735
F18_R,F18,R,1,8,-3.6583333062254773,0.025127757775648293,0.004190186619406944,0.02113181976390266
F18_N,F18,N,1,8,3.9763688369185934,0.9815916105380651,0.18491888748993363,0.8100823967836724
F18_A,F18,A,1,8,,,0.008645483158578085,0.8861210243685735
F18_R,F18,R,2,8,-3.6583333062254773,0.025127757775648293,0.004190186619406944,0.02113181976390266
F18_N,F18,N,2,8,3.9763688369185934,0.9815916105380651,0.18491888748993363,0.8100823967836724
F18_A,F18,A,2,8,,,0.008645483158578085,0.8861210243685735
F19_R,F19,R,0,8,-7.160828901067583,0.0007758083728069167,9.191810634300094e-05,4.335047066913045e-05
F19_N,F19,N,0,8,4.8253595099630395,0.9920401980513017,0.9833397514726356,0.01466626433907254
F19_A,F19,A,0,8,,,0.12631132662507097,0.07435817788984209
F19_R,F19,R,1,8,-7.160828901067583,0.0007758083728069167,9.191810634300094e-05,4.335047066913045e-05
F19_N,F19,N,1,8,4.8253595099630395,0.9920401980513017,0.9833397514726356,0.01466626433907254
F19_A,F19,A,1,8,,,0.12631132662507097,0.07435817788984209
F19_R,F19,R,2,8,-7.160828901067583,0.0007758083728069167,9.191810634300094e-05,4.335047066913045e-05
F19_N,F19,N,2,8,4.8253595099630395,0.9920401980513017,0.9833397514726356,0.01466626433907254
F19_A,F19,A,2,8,,,0.12631132662507097,0.07435817788984209
F20_R,F20,R,0,8,-10.020930787971025,4.445757267903032e-05,9.289671154676408e-06,0.0004648935964909123
F20_N,F20,N,0,8,5.548691685130503,0.9961225465779958,0.27914049336132757,0.7208179510054195
F20_A,F20,A,0,8,,,0.12523080574840514,0.8742947632909077
F20_R,F20,R,1,8,-10.020930787971025,4.445757267903032e-05,9.289671154676408e-06,0.0004648935964909123
F20_N,F20,N,1,8,5.548691685130503,0.9961225465779958,0.27914049336132757,0.7208179510054195
F20_A,F20,A,1,8,,,0.12523080574840514,0.8742947632909077
F20_R,F20,R,2,8,-10.020930787971025,4.445757267903032e-05,9.289671154676408e-06,0.0004648935964909123
F20_N,F20,N,2,8,5.548691685130503,0.9961225465779958,0.27914049336132757,0.7208179510054195
F20_A,F20,A,2,8,,,0.1252308057484051,0.8742947632909078
